ppt_ID,label_cond,A,B
A2FZBKFL7SCHHL,1,"These shapes have many rounded edges.  They have large, curved appendages interspersed with deep ""V's"" cut into the shapes.  They have sharps points around the outside edge as well.  The points are sporadically placed in between the other two features.  Many resemble a Halloween ghost costume with their arms outstretched.",These shapes have many sharp edges and squiggly edges as well.  They tend to have a large protuberance at the base which appears as either a large rounded bottom or a rounded-off triangle shape.   Many resemble a a magical genie lantern.
