ppt_ID,label_cond,A,B
A2R75YFKVALBXE,1,"Dots are arranged in near-circular, symmetrical formations with slight variations. Lines between dots are curved along the circle.",Dots occupy the corners and sides as rough rectangular shapes. Lines between the dots are more straight.
