ppt_ID,label_cond,A,B
69914,1,"If you connect the dots using lines in a clockwise/counterclockwise fashion, you will obtain a polygon which is convex.","If you connect the dots using lines in a clockwise/counterclockwise fashion, you will obtain a polygon which is concave (with the exception of the tile in the upper right hand corner)."
