ppt_ID,label_cond,A,B
A2WVCXVSE0YGML,1,"These shapes tend to be ""fluffier"" and have a few sharp, narrow sections and points to them.",These shapes tend to have many narrow sections as well as sharp points and angles. They also tend to be skinnier and have less area.
