experiment,condition,term,r4,r5,r6,triad_dist_mean,bin
exp1a,label,tools,test,kit,stone,0.425982785,40
exp1a,label,toys,barbie,puzzles,playdoh,0.44268574,40
exp1a,label,clothing,scarf,vest,blouse,0.529904159,40
exp1a,label,appetizers,nuts,sliders,crackers,0.415165392,40
exp1a,label,chores,sweeping,washing windows,dusting,0.451789552,40
exp1a,label,mammals,dog,cat,goat,0.347388066,40
exp1a,label,hobbies,acting,swimming,running,0.34435625,40
exp1a,label,weapons,bat,missile,fist,0.512484616,40
exp1a,label,animals,lion,bear,giraffe,0.471502912,40
exp1a,label,furniture,recliner,tv stand,bookshelf,0.450373323,40
exp1a,label,diseases,cancer,hiv and aids,anemia,0.554198153,40
exp1a,label,vehicles,subway,motorcycle,boat,0.51849051,40
exp1a,label,desserts,popsicle,frostee,chocolate,0.488382118,40
exp1a,label,pets,ferret,bird,fish,0.474971638,40
exp1a,label,fruit,strawberry,grape,kiwi,0.596813061,40
exp1a,label,food,grilled chicken,pork chops,salad,0.503421424,40
exp1a,label,vegetables,broccoli,cauliflower,carrot,0.525015014,40
exp1a,label,flowers,sunflower,buttercup,morning glory,0.488813411,40
exp1a,label,games,jacks,go fish,hide and seek,0.566464187,40
exp1a,label,plants,bush,tree,sunflower,0.464950806,40
