experiment,condition,term,r4,r5,r6,triad_dist_mean,bin
exp1b,exemplar,appetizers,squid,jellyfish,algae,0.299179888,29
exp1b,exemplar,animals,lion,wolf,sloth,0.398940992,29
exp1b,exemplar,mammals,hamster,bird,fish,0.450135485,29
exp1b,exemplar,vehicles,boat,bicycle,skateboard,0.458048098,29
exp1b,exemplar,desserts,cookie,pie,donuts,0.437733474,29
exp1b,exemplar,flowers,lavender,buttercup,tulip,0.518344422,29
exp1b,exemplar,games,connect 4,candyland,guess who,0.182658798,29
exp1b,exemplar,diseases,diabetes,syphilis,hiv,0.498864276,29
exp1b,exemplar,tools,wrench,nail gun,sander,0.418308129,29
exp1b,exemplar,hobbies,camping,crossword puzzles,chess,0.405271407,29
exp1b,exemplar,furniture,dresser,table,bench,0.448506723,29
exp1b,exemplar,toys,gi joe,ken doll,pokemon,0.255884133,29
exp1b,exemplar,weapons,sword,bow,spear,0.453962795,29
exp1b,exemplar,plants,moss,shrub,bramble,0.447008997,29
exp1b,exemplar,clothing,pants,tie,skirt,0.490677632,29
exp1b,exemplar,chores,vacuuming,wiping,mopping,0.43086696,29
exp1b,exemplar,fruit,watermelon,lemon,cantaloupe,0.559867602,29
exp1b,exemplar,food,strawberry,peach,pear,0.361392753,29
exp1b,exemplar,vegetables,onion,garlic,celery,0.544926719,29
exp1b,exemplar,pets,gerbil,snake,parrot,0.379938559,29
