experiment,condition,term,r4,r5,r6,triad_dist_mean,bin
exp1b,exemplar,chores,searching,mining,hunting,0.308578406,18
exp1b,exemplar,fruit,kiwi,pineapple,watermelon,0.564133949,18
exp1b,exemplar,food,indomie,sauce,sausage,0.467391397,18
exp1b,exemplar,diseases,covid-19,fever,cold,0.409473267,18
exp1b,exemplar,plants,basil,lavender,cilantro,0.367079653,18
exp1b,exemplar,desserts,pie,crumble,cobbler,0.379776978,18
exp1b,exemplar,clothing,belt,glasses,hat,0.445485089,18
exp1b,exemplar,flowers,dahlia,sunflower,pansy,0.512718432,18
exp1b,exemplar,tools,hammer,wrench,mallet,0.391602093,18
exp1b,exemplar,vehicles,van,suv,semi truck,0.399025472,18
exp1b,exemplar,appetizers,pie,lobster,crab,0.365092261,18
exp1b,exemplar,animals,animals,zoo,creature,0.670272007,18
exp1b,exemplar,furniture,bed,night stand,armoire,0.468111631,18
exp1b,exemplar,games,reading,soccer,baseball,0.457749609,18
exp1b,exemplar,toys,toy train,blocks,doll,0.577310097,18
exp1b,exemplar,weapons,scissors,hammer,trigger,0.388053761,18
exp1b,exemplar,mammals,wolf,fox,deer,0.387637427,18
exp1b,exemplar,vegetables,lettuce,broccoli,cauliflower,0.616879236,18
exp1b,exemplar,hobbies,papier mache,cabinet making,macrame,0.277567407,18
exp1b,exemplar,pets,tegu,ball python,gecko,0.260098735,18
