experiment,condition,term,r4,r5,r6,triad_dist_mean,bin
exp1a,label,mammals,tiger,cow,lion,0.399379512,34
exp1a,label,food,chicken,vegetables,beans,0.531014302,34
exp1a,label,furniture,night stand,chair,barstool,0.427334487,34
exp1a,label,vehicles,bmw,fiat,kia,0.269688244,34
exp1a,label,hobbies,swimming,video games,social media,0.37209925,34
exp1a,label,desserts,ice cream,milkshake,cookie,0.454328613,34
exp1a,label,appetizers,breadsticks,soup,bread,0.425264081,34
exp1a,label,plants,bamboo,ivy,lily of the valley,0.444617808,34
exp1a,label,chores,washing car,feed the dog,clean the gutter,0.401897262,34
exp1a,label,fruit,strawberry,cherry,pear,0.565386454,34
exp1a,label,games,golf,cricket,football,0.473958655,34
exp1a,label,animals,tiger,elephant,giraffe,0.487740212,34
exp1a,label,pets,snake,iguana,lizard,0.463218725,34
exp1a,label,toys,board games,tricycle,car,0.442126657,34
exp1a,label,clothing,scarf,hat,mittens,0.569165648,34
exp1a,label,flowers,sunflower,dandelion,orchid,0.509736757,34
exp1a,label,vegetables,tomato,potato,lettuce,0.509078944,34
exp1a,label,weapons,cannon,bomb,rifle,0.551452585,34
exp1a,label,diseases,lung,hepatitis,covid-19,0.499172666,34
exp1a,label,tools,scissors,drill,level,0.431753111,34
