ppt_ID,label_cond,A,B
A3LVLZS8S41ZD7,0,Every shape has a sharp rounded curve in the bottom-right part of the shape.,"Every shape either has a ""beak"" that looks like a bird's beak or it has a ""pedestal"" bottom that looks like a cake plate pedestal."
