ppt_ID,label_cond,A,B
A1720HSKGQ41VJ,0,The dots in this group seem to be around the outer edges and appear like they could make a shape if they were connected. The distance between each dot is roughly the same.,These shapes seem more haphazard. The distances between dots varies and the placement of the dots may be anywhere in the square.
