ppt_ID,label_cond,A,B
A2ITO2EHKN78US,0,"These shapes have a distinct circular pattern to them, but also follow the three up top, two in the middle, and three on the bottom pattern.","The patterns have a matching row up top of three going across, two in the middle row, and three on the bottom row."
