ppt_ID,label_cond,A,B
A3HP7L563UF5DW,0,"These images have a blob near the bottom, but it extends more to the right of the image. Overall, these are more bulbous.",These shapes have an appendage or blob that extends downwards of the bottom of the image. Some even have a pointed part of the right side of the image. Overall these images are also less bulbous than the images on the right.
