ppt_ID,label_cond,A,B
A2GTJ0BD4CG1A2,0,These shapes have a round part that protrudes from the front that resembles a head. They have a long slender body with two shapes that come out from the top that resemble wings.,The shapes have a pedestal they sit upon. The front end sticks out into a distinct point. There is a bowl shape on the backside that is flat on the top.
