stim_to_show,trial_list
VCS_10.png,1
VCS_100.png,1
VCS_110.png,1
VCS_120.png,1
VCS_130.png,1
VCS_140.png,1
VCS_150.png,1
VCS_160.png,1
VCS_170.png,1
VCS_180.png,1
VCS_190.png,1
