stim_to_show,trial_list
VCS_300.png,3
VCS_310.png,3
VCS_320.png,3
VCS_330.png,3
VCS_340.png,3
VCS_350.png,3
VCS_360.png,3
VCS_40.png,3
VCS_50.png,3
VCS_60.png,3
VCS_70.png,3
VCS_80.png,3
VCS_90.png,3
