stim_to_show,trial_list
VCS_20.png,2
VCS_200.png,2
VCS_210.png,2
VCS_220.png,2
VCS_230.png,2
VCS_240.png,2
VCS_250.png,2
VCS_260.png,2
VCS_270.png,2
VCS_280.png,2
VCS_290.png,2
VCS_30.png,2
