r1,r2,r3,sheet_num,term
white,hot,and,20,NA
white,disliked,and,20,NA
white,exciting,and,20,NA
white,stale,and,20,NA
white,heavy,and,20,NA
white,active,and,20,NA
white,soft,and,20,NA
white,dead,and,20,NA
white,dirty,and,20,NA
white,clean,and,20,NA
white,old,and,20,NA
white,submissive,and,20,NA
white,aggressive,and,20,NA
white,selfless,and,20,NA
white,liked,and,20,NA
white,unripe,and,20,NA
white,angry,and,20,NA
white,relaxed,and,20,NA
white,new,and,20,NA
white,slow,and,20,NA
white,fast,and,20,NA
white,jealous,and,20,NA
white,alive,and,20,NA
white,tense,and,20,NA
white,fresh,and,20,NA
white,hard,and,20,NA
white,sad,and,20,NA
white,light,and,20,NA
white,happy,and,20,NA
white,ripe,and,20,NA
white,cold,and,20,NA
white,dull,and,20,NA
white,passive,and,20,NA
white,calm,and,20,NA
black,hot,and,20,NA
black,disliked,and,20,NA
black,exciting,and,20,NA
black,stale,and,20,NA
black,heavy,and,20,NA
black,active,and,20,NA
black,soft,and,20,NA
black,dead,and,20,NA
black,dirty,and,20,NA
black,clean,and,20,NA
black,old,and,20,NA
black,submissive,and,20,NA
black,aggressive,and,20,NA
black,selfless,and,20,NA
black,liked,and,20,NA
black,unripe,and,20,NA
black,angry,and,20,NA
black,relaxed,and,20,NA
black,new,and,20,NA
black,slow,and,20,NA
black,fast,and,20,NA
black,jealous,and,20,NA
black,alive,and,20,NA
black,tense,and,20,NA
black,fresh,and,20,NA
black,hard,and,20,NA
black,sad,and,20,NA
black,light,and,20,NA
black,happy,and,20,NA
black,ripe,and,20,NA
black,cold,and,20,NA
black,dull,and,20,NA
black,passive,and,20,NA
black,calm,and,20,NA
yellow,hot,and,20,NA
yellow,disliked,and,20,NA
yellow,exciting,and,20,NA
yellow,stale,and,20,NA
yellow,heavy,and,20,NA
yellow,active,and,20,NA
yellow,soft,and,20,NA
yellow,dead,and,20,NA
yellow,dirty,and,20,NA
yellow,clean,and,20,NA
yellow,old,and,20,NA
yellow,submissive,and,20,NA
yellow,aggressive,and,20,NA
yellow,selfless,and,20,NA
yellow,liked,and,20,NA
yellow,unripe,and,20,NA
yellow,angry,and,20,NA
yellow,relaxed,and,20,NA
yellow,new,and,20,NA
yellow,slow,and,20,NA
yellow,fast,and,20,NA
yellow,jealous,and,20,NA
yellow,alive,and,20,NA
yellow,tense,and,20,NA
yellow,fresh,and,20,NA
yellow,hard,and,20,NA
yellow,sad,and,20,NA
yellow,light,and,20,NA
yellow,happy,and,20,NA
yellow,ripe,and,20,NA
yellow,cold,and,20,NA
yellow,dull,and,20,NA
yellow,passive,and,20,NA
yellow,calm,and,20,NA
"Please type the word ""one""in the box",,,20,NA
"Please type the word ""two""in the box",,,20,NA
"Please type the word ""three""in the box",,,20,NA
