r1,r2,r3,sheet_num,term
orange,hot,and,7,NA
orange,disliked,and,7,NA
orange,exciting,and,7,NA
orange,stale,and,7,NA
orange,heavy,and,7,NA
orange,active,and,7,NA
orange,soft,and,7,NA
orange,dead,and,7,NA
orange,dirty,and,7,NA
orange,clean,and,7,NA
orange,old,and,7,NA
orange,submissive,and,7,NA
orange,aggressive,and,7,NA
orange,selfless,and,7,NA
orange,liked,and,7,NA
orange,unripe,and,7,NA
orange,angry,and,7,NA
orange,relaxed,and,7,NA
orange,new,and,7,NA
orange,slow,and,7,NA
orange,fast,and,7,NA
orange,jealous,and,7,NA
orange,alive,and,7,NA
orange,tense,and,7,NA
orange,fresh,and,7,NA
orange,hard,and,7,NA
orange,sad,and,7,NA
orange,light,and,7,NA
orange,happy,and,7,NA
orange,ripe,and,7,NA
orange,cold,and,7,NA
orange,dull,and,7,NA
orange,passive,and,7,NA
orange,calm,and,7,NA
blue,hot,and,7,NA
blue,disliked,and,7,NA
blue,exciting,and,7,NA
blue,stale,and,7,NA
blue,heavy,and,7,NA
blue,active,and,7,NA
blue,soft,and,7,NA
blue,dead,and,7,NA
blue,dirty,and,7,NA
blue,clean,and,7,NA
blue,old,and,7,NA
blue,submissive,and,7,NA
blue,aggressive,and,7,NA
blue,selfless,and,7,NA
blue,liked,and,7,NA
blue,unripe,and,7,NA
blue,angry,and,7,NA
blue,relaxed,and,7,NA
blue,new,and,7,NA
blue,slow,and,7,NA
blue,fast,and,7,NA
blue,jealous,and,7,NA
blue,alive,and,7,NA
blue,tense,and,7,NA
blue,fresh,and,7,NA
blue,hard,and,7,NA
blue,sad,and,7,NA
blue,light,and,7,NA
blue,happy,and,7,NA
blue,ripe,and,7,NA
blue,cold,and,7,NA
blue,dull,and,7,NA
blue,passive,and,7,NA
blue,calm,and,7,NA
yellow,hot,and,7,NA
yellow,disliked,and,7,NA
yellow,exciting,and,7,NA
yellow,stale,and,7,NA
yellow,heavy,and,7,NA
yellow,active,and,7,NA
yellow,soft,and,7,NA
yellow,dead,and,7,NA
yellow,dirty,and,7,NA
yellow,clean,and,7,NA
yellow,old,and,7,NA
yellow,submissive,and,7,NA
yellow,aggressive,and,7,NA
yellow,selfless,and,7,NA
yellow,liked,and,7,NA
yellow,unripe,and,7,NA
yellow,angry,and,7,NA
yellow,relaxed,and,7,NA
yellow,new,and,7,NA
yellow,slow,and,7,NA
yellow,fast,and,7,NA
yellow,jealous,and,7,NA
yellow,alive,and,7,NA
yellow,tense,and,7,NA
yellow,fresh,and,7,NA
yellow,hard,and,7,NA
yellow,sad,and,7,NA
yellow,light,and,7,NA
yellow,happy,and,7,NA
yellow,ripe,and,7,NA
yellow,cold,and,7,NA
yellow,dull,and,7,NA
yellow,passive,and,7,NA
yellow,calm,and,7,NA
"Please type the word ""one""in the box",,,7,NA
"Please type the word ""two""in the box",,,7,NA
"Please type the word ""three""in the box",,,7,NA
