r1,r2,r3,sheet_num,term
black,hot,and,19,NA
black,disliked,and,19,NA
black,exciting,and,19,NA
black,stale,and,19,NA
black,heavy,and,19,NA
black,active,and,19,NA
black,soft,and,19,NA
black,dead,and,19,NA
black,dirty,and,19,NA
black,clean,and,19,NA
black,old,and,19,NA
black,submissive,and,19,NA
black,aggressive,and,19,NA
black,selfless,and,19,NA
black,liked,and,19,NA
black,unripe,and,19,NA
black,angry,and,19,NA
black,relaxed,and,19,NA
black,new,and,19,NA
black,slow,and,19,NA
black,fast,and,19,NA
black,jealous,and,19,NA
black,alive,and,19,NA
black,tense,and,19,NA
black,fresh,and,19,NA
black,hard,and,19,NA
black,sad,and,19,NA
black,light,and,19,NA
black,happy,and,19,NA
black,ripe,and,19,NA
black,cold,and,19,NA
black,dull,and,19,NA
black,passive,and,19,NA
black,calm,and,19,NA
green,hot,and,19,NA
green,disliked,and,19,NA
green,exciting,and,19,NA
green,stale,and,19,NA
green,heavy,and,19,NA
green,active,and,19,NA
green,soft,and,19,NA
green,dead,and,19,NA
green,dirty,and,19,NA
green,clean,and,19,NA
green,old,and,19,NA
green,submissive,and,19,NA
green,aggressive,and,19,NA
green,selfless,and,19,NA
green,liked,and,19,NA
green,unripe,and,19,NA
green,angry,and,19,NA
green,relaxed,and,19,NA
green,new,and,19,NA
green,slow,and,19,NA
green,fast,and,19,NA
green,jealous,and,19,NA
green,alive,and,19,NA
green,tense,and,19,NA
green,fresh,and,19,NA
green,hard,and,19,NA
green,sad,and,19,NA
green,light,and,19,NA
green,happy,and,19,NA
green,ripe,and,19,NA
green,cold,and,19,NA
green,dull,and,19,NA
green,passive,and,19,NA
green,calm,and,19,NA
orange,hot,and,19,NA
orange,disliked,and,19,NA
orange,exciting,and,19,NA
orange,stale,and,19,NA
orange,heavy,and,19,NA
orange,active,and,19,NA
orange,soft,and,19,NA
orange,dead,and,19,NA
orange,dirty,and,19,NA
orange,clean,and,19,NA
orange,old,and,19,NA
orange,submissive,and,19,NA
orange,aggressive,and,19,NA
orange,selfless,and,19,NA
orange,liked,and,19,NA
orange,unripe,and,19,NA
orange,angry,and,19,NA
orange,relaxed,and,19,NA
orange,new,and,19,NA
orange,slow,and,19,NA
orange,fast,and,19,NA
orange,jealous,and,19,NA
orange,alive,and,19,NA
orange,tense,and,19,NA
orange,fresh,and,19,NA
orange,hard,and,19,NA
orange,sad,and,19,NA
orange,light,and,19,NA
orange,happy,and,19,NA
orange,ripe,and,19,NA
orange,cold,and,19,NA
orange,dull,and,19,NA
orange,passive,and,19,NA
orange,calm,and,19,NA
"Please type the word ""one""in the box",,,19,NA
"Please type the word ""two""in the box",,,19,NA
"Please type the word ""three""in the box",,,19,NA
