r1,r2,r3,sheet_num,term
yellow,hot,and,11,NA
yellow,disliked,and,11,NA
yellow,exciting,and,11,NA
yellow,stale,and,11,NA
yellow,heavy,and,11,NA
yellow,active,and,11,NA
yellow,soft,and,11,NA
yellow,dead,and,11,NA
yellow,dirty,and,11,NA
yellow,clean,and,11,NA
yellow,old,and,11,NA
yellow,submissive,and,11,NA
yellow,aggressive,and,11,NA
yellow,selfless,and,11,NA
yellow,liked,and,11,NA
yellow,unripe,and,11,NA
yellow,angry,and,11,NA
yellow,relaxed,and,11,NA
yellow,new,and,11,NA
yellow,slow,and,11,NA
yellow,fast,and,11,NA
yellow,jealous,and,11,NA
yellow,alive,and,11,NA
yellow,tense,and,11,NA
yellow,fresh,and,11,NA
yellow,hard,and,11,NA
yellow,sad,and,11,NA
yellow,light,and,11,NA
yellow,happy,and,11,NA
yellow,ripe,and,11,NA
yellow,cold,and,11,NA
yellow,dull,and,11,NA
yellow,passive,and,11,NA
yellow,calm,and,11,NA
blue,hot,and,11,NA
blue,disliked,and,11,NA
blue,exciting,and,11,NA
blue,stale,and,11,NA
blue,heavy,and,11,NA
blue,active,and,11,NA
blue,soft,and,11,NA
blue,dead,and,11,NA
blue,dirty,and,11,NA
blue,clean,and,11,NA
blue,old,and,11,NA
blue,submissive,and,11,NA
blue,aggressive,and,11,NA
blue,selfless,and,11,NA
blue,liked,and,11,NA
blue,unripe,and,11,NA
blue,angry,and,11,NA
blue,relaxed,and,11,NA
blue,new,and,11,NA
blue,slow,and,11,NA
blue,fast,and,11,NA
blue,jealous,and,11,NA
blue,alive,and,11,NA
blue,tense,and,11,NA
blue,fresh,and,11,NA
blue,hard,and,11,NA
blue,sad,and,11,NA
blue,light,and,11,NA
blue,happy,and,11,NA
blue,ripe,and,11,NA
blue,cold,and,11,NA
blue,dull,and,11,NA
blue,passive,and,11,NA
blue,calm,and,11,NA
red,hot,and,11,NA
red,disliked,and,11,NA
red,exciting,and,11,NA
red,stale,and,11,NA
red,heavy,and,11,NA
red,active,and,11,NA
red,soft,and,11,NA
red,dead,and,11,NA
red,dirty,and,11,NA
red,clean,and,11,NA
red,old,and,11,NA
red,submissive,and,11,NA
red,aggressive,and,11,NA
red,selfless,and,11,NA
red,liked,and,11,NA
red,unripe,and,11,NA
red,angry,and,11,NA
red,relaxed,and,11,NA
red,new,and,11,NA
red,slow,and,11,NA
red,fast,and,11,NA
red,jealous,and,11,NA
red,alive,and,11,NA
red,tense,and,11,NA
red,fresh,and,11,NA
red,hard,and,11,NA
red,sad,and,11,NA
red,light,and,11,NA
red,happy,and,11,NA
red,ripe,and,11,NA
red,cold,and,11,NA
red,dull,and,11,NA
red,passive,and,11,NA
red,calm,and,11,NA
"Please type the word ""one""in the box",,,11,NA
"Please type the word ""two""in the box",,,11,NA
"Please type the word ""three""in the box",,,11,NA
