r1,r2,r3,sheet_num,term
red,hot,and,2,NA
red,disliked,and,2,NA
red,exciting,and,2,NA
red,stale,and,2,NA
red,heavy,and,2,NA
red,active,and,2,NA
red,soft,and,2,NA
red,dead,and,2,NA
red,dirty,and,2,NA
red,clean,and,2,NA
red,old,and,2,NA
red,submissive,and,2,NA
red,aggressive,and,2,NA
red,selfless,and,2,NA
red,liked,and,2,NA
red,unripe,and,2,NA
red,angry,and,2,NA
red,relaxed,and,2,NA
red,new,and,2,NA
red,slow,and,2,NA
red,fast,and,2,NA
red,jealous,and,2,NA
red,alive,and,2,NA
red,tense,and,2,NA
red,fresh,and,2,NA
red,hard,and,2,NA
red,sad,and,2,NA
red,light,and,2,NA
red,happy,and,2,NA
red,ripe,and,2,NA
red,cold,and,2,NA
red,dull,and,2,NA
red,passive,and,2,NA
red,calm,and,2,NA
yellow,hot,and,2,NA
yellow,disliked,and,2,NA
yellow,exciting,and,2,NA
yellow,stale,and,2,NA
yellow,heavy,and,2,NA
yellow,active,and,2,NA
yellow,soft,and,2,NA
yellow,dead,and,2,NA
yellow,dirty,and,2,NA
yellow,clean,and,2,NA
yellow,old,and,2,NA
yellow,submissive,and,2,NA
yellow,aggressive,and,2,NA
yellow,selfless,and,2,NA
yellow,liked,and,2,NA
yellow,unripe,and,2,NA
yellow,angry,and,2,NA
yellow,relaxed,and,2,NA
yellow,new,and,2,NA
yellow,slow,and,2,NA
yellow,fast,and,2,NA
yellow,jealous,and,2,NA
yellow,alive,and,2,NA
yellow,tense,and,2,NA
yellow,fresh,and,2,NA
yellow,hard,and,2,NA
yellow,sad,and,2,NA
yellow,light,and,2,NA
yellow,happy,and,2,NA
yellow,ripe,and,2,NA
yellow,cold,and,2,NA
yellow,dull,and,2,NA
yellow,passive,and,2,NA
yellow,calm,and,2,NA
blue,hot,and,2,NA
blue,disliked,and,2,NA
blue,exciting,and,2,NA
blue,stale,and,2,NA
blue,heavy,and,2,NA
blue,active,and,2,NA
blue,soft,and,2,NA
blue,dead,and,2,NA
blue,dirty,and,2,NA
blue,clean,and,2,NA
blue,old,and,2,NA
blue,submissive,and,2,NA
blue,aggressive,and,2,NA
blue,selfless,and,2,NA
blue,liked,and,2,NA
blue,unripe,and,2,NA
blue,angry,and,2,NA
blue,relaxed,and,2,NA
blue,new,and,2,NA
blue,slow,and,2,NA
blue,fast,and,2,NA
blue,jealous,and,2,NA
blue,alive,and,2,NA
blue,tense,and,2,NA
blue,fresh,and,2,NA
blue,hard,and,2,NA
blue,sad,and,2,NA
blue,light,and,2,NA
blue,happy,and,2,NA
blue,ripe,and,2,NA
blue,cold,and,2,NA
blue,dull,and,2,NA
blue,passive,and,2,NA
blue,calm,and,2,NA
"Please type the word ""one""in the box",,,2,NA
"Please type the word ""two""in the box",,,2,NA
"Please type the word ""three""in the box",,,2,NA
