r1,r2,r3,sheet_num,term
brown,hot,and,10,NA
brown,disliked,and,10,NA
brown,exciting,and,10,NA
brown,stale,and,10,NA
brown,heavy,and,10,NA
brown,active,and,10,NA
brown,soft,and,10,NA
brown,dead,and,10,NA
brown,dirty,and,10,NA
brown,clean,and,10,NA
brown,old,and,10,NA
brown,submissive,and,10,NA
brown,aggressive,and,10,NA
brown,selfless,and,10,NA
brown,liked,and,10,NA
brown,unripe,and,10,NA
brown,angry,and,10,NA
brown,relaxed,and,10,NA
brown,new,and,10,NA
brown,slow,and,10,NA
brown,fast,and,10,NA
brown,jealous,and,10,NA
brown,alive,and,10,NA
brown,tense,and,10,NA
brown,fresh,and,10,NA
brown,hard,and,10,NA
brown,sad,and,10,NA
brown,light,and,10,NA
brown,happy,and,10,NA
brown,ripe,and,10,NA
brown,cold,and,10,NA
brown,dull,and,10,NA
brown,passive,and,10,NA
brown,calm,and,10,NA
blue,hot,and,10,NA
blue,disliked,and,10,NA
blue,exciting,and,10,NA
blue,stale,and,10,NA
blue,heavy,and,10,NA
blue,active,and,10,NA
blue,soft,and,10,NA
blue,dead,and,10,NA
blue,dirty,and,10,NA
blue,clean,and,10,NA
blue,old,and,10,NA
blue,submissive,and,10,NA
blue,aggressive,and,10,NA
blue,selfless,and,10,NA
blue,liked,and,10,NA
blue,unripe,and,10,NA
blue,angry,and,10,NA
blue,relaxed,and,10,NA
blue,new,and,10,NA
blue,slow,and,10,NA
blue,fast,and,10,NA
blue,jealous,and,10,NA
blue,alive,and,10,NA
blue,tense,and,10,NA
blue,fresh,and,10,NA
blue,hard,and,10,NA
blue,sad,and,10,NA
blue,light,and,10,NA
blue,happy,and,10,NA
blue,ripe,and,10,NA
blue,cold,and,10,NA
blue,dull,and,10,NA
blue,passive,and,10,NA
blue,calm,and,10,NA
red,hot,and,10,NA
red,disliked,and,10,NA
red,exciting,and,10,NA
red,stale,and,10,NA
red,heavy,and,10,NA
red,active,and,10,NA
red,soft,and,10,NA
red,dead,and,10,NA
red,dirty,and,10,NA
red,clean,and,10,NA
red,old,and,10,NA
red,submissive,and,10,NA
red,aggressive,and,10,NA
red,selfless,and,10,NA
red,liked,and,10,NA
red,unripe,and,10,NA
red,angry,and,10,NA
red,relaxed,and,10,NA
red,new,and,10,NA
red,slow,and,10,NA
red,fast,and,10,NA
red,jealous,and,10,NA
red,alive,and,10,NA
red,tense,and,10,NA
red,fresh,and,10,NA
red,hard,and,10,NA
red,sad,and,10,NA
red,light,and,10,NA
red,happy,and,10,NA
red,ripe,and,10,NA
red,cold,and,10,NA
red,dull,and,10,NA
red,passive,and,10,NA
red,calm,and,10,NA
"Please type the word ""one""in the box",,,10,NA
"Please type the word ""two""in the box",,,10,NA
"Please type the word ""three""in the box",,,10,NA
