r1,r2,r3,sheet_num,term
blue,hot,and,26,NA
blue,disliked,and,26,NA
blue,exciting,and,26,NA
blue,stale,and,26,NA
blue,heavy,and,26,NA
blue,active,and,26,NA
blue,soft,and,26,NA
blue,dead,and,26,NA
blue,dirty,and,26,NA
blue,clean,and,26,NA
blue,old,and,26,NA
blue,submissive,and,26,NA
blue,aggressive,and,26,NA
blue,selfless,and,26,NA
blue,liked,and,26,NA
blue,unripe,and,26,NA
blue,angry,and,26,NA
blue,relaxed,and,26,NA
blue,new,and,26,NA
blue,slow,and,26,NA
blue,fast,and,26,NA
blue,jealous,and,26,NA
blue,alive,and,26,NA
blue,tense,and,26,NA
blue,fresh,and,26,NA
blue,hard,and,26,NA
blue,sad,and,26,NA
blue,light,and,26,NA
blue,happy,and,26,NA
blue,ripe,and,26,NA
blue,cold,and,26,NA
blue,dull,and,26,NA
blue,passive,and,26,NA
blue,calm,and,26,NA
brown,hot,and,26,NA
brown,disliked,and,26,NA
brown,exciting,and,26,NA
brown,stale,and,26,NA
brown,heavy,and,26,NA
brown,active,and,26,NA
brown,soft,and,26,NA
brown,dead,and,26,NA
brown,dirty,and,26,NA
brown,clean,and,26,NA
brown,old,and,26,NA
brown,submissive,and,26,NA
brown,aggressive,and,26,NA
brown,selfless,and,26,NA
brown,liked,and,26,NA
brown,unripe,and,26,NA
brown,angry,and,26,NA
brown,relaxed,and,26,NA
brown,new,and,26,NA
brown,slow,and,26,NA
brown,fast,and,26,NA
brown,jealous,and,26,NA
brown,alive,and,26,NA
brown,tense,and,26,NA
brown,fresh,and,26,NA
brown,hard,and,26,NA
brown,sad,and,26,NA
brown,light,and,26,NA
brown,happy,and,26,NA
brown,ripe,and,26,NA
brown,cold,and,26,NA
brown,dull,and,26,NA
brown,passive,and,26,NA
brown,calm,and,26,NA
black,hot,and,26,NA
black,disliked,and,26,NA
black,exciting,and,26,NA
black,stale,and,26,NA
black,heavy,and,26,NA
black,active,and,26,NA
black,soft,and,26,NA
black,dead,and,26,NA
black,dirty,and,26,NA
black,clean,and,26,NA
black,old,and,26,NA
black,submissive,and,26,NA
black,aggressive,and,26,NA
black,selfless,and,26,NA
black,liked,and,26,NA
black,unripe,and,26,NA
black,angry,and,26,NA
black,relaxed,and,26,NA
black,new,and,26,NA
black,slow,and,26,NA
black,fast,and,26,NA
black,jealous,and,26,NA
black,alive,and,26,NA
black,tense,and,26,NA
black,fresh,and,26,NA
black,hard,and,26,NA
black,sad,and,26,NA
black,light,and,26,NA
black,happy,and,26,NA
black,ripe,and,26,NA
black,cold,and,26,NA
black,dull,and,26,NA
black,passive,and,26,NA
black,calm,and,26,NA
"Please type the word ""one""in the box",,,26,NA
"Please type the word ""two""in the box",,,26,NA
"Please type the word ""three""in the box",,,26,NA
