r1,r2,r3,sheet_num,term
green,hot,and,5,NA
green,disliked,and,5,NA
green,exciting,and,5,NA
green,stale,and,5,NA
green,heavy,and,5,NA
green,active,and,5,NA
green,soft,and,5,NA
green,dead,and,5,NA
green,dirty,and,5,NA
green,clean,and,5,NA
green,old,and,5,NA
green,submissive,and,5,NA
green,aggressive,and,5,NA
green,selfless,and,5,NA
green,liked,and,5,NA
green,unripe,and,5,NA
green,angry,and,5,NA
green,relaxed,and,5,NA
green,new,and,5,NA
green,slow,and,5,NA
green,fast,and,5,NA
green,jealous,and,5,NA
green,alive,and,5,NA
green,tense,and,5,NA
green,fresh,and,5,NA
green,hard,and,5,NA
green,sad,and,5,NA
green,light,and,5,NA
green,happy,and,5,NA
green,ripe,and,5,NA
green,cold,and,5,NA
green,dull,and,5,NA
green,passive,and,5,NA
green,calm,and,5,NA
brown,hot,and,5,NA
brown,disliked,and,5,NA
brown,exciting,and,5,NA
brown,stale,and,5,NA
brown,heavy,and,5,NA
brown,active,and,5,NA
brown,soft,and,5,NA
brown,dead,and,5,NA
brown,dirty,and,5,NA
brown,clean,and,5,NA
brown,old,and,5,NA
brown,submissive,and,5,NA
brown,aggressive,and,5,NA
brown,selfless,and,5,NA
brown,liked,and,5,NA
brown,unripe,and,5,NA
brown,angry,and,5,NA
brown,relaxed,and,5,NA
brown,new,and,5,NA
brown,slow,and,5,NA
brown,fast,and,5,NA
brown,jealous,and,5,NA
brown,alive,and,5,NA
brown,tense,and,5,NA
brown,fresh,and,5,NA
brown,hard,and,5,NA
brown,sad,and,5,NA
brown,light,and,5,NA
brown,happy,and,5,NA
brown,ripe,and,5,NA
brown,cold,and,5,NA
brown,dull,and,5,NA
brown,passive,and,5,NA
brown,calm,and,5,NA
red,hot,and,5,NA
red,disliked,and,5,NA
red,exciting,and,5,NA
red,stale,and,5,NA
red,heavy,and,5,NA
red,active,and,5,NA
red,soft,and,5,NA
red,dead,and,5,NA
red,dirty,and,5,NA
red,clean,and,5,NA
red,old,and,5,NA
red,submissive,and,5,NA
red,aggressive,and,5,NA
red,selfless,and,5,NA
red,liked,and,5,NA
red,unripe,and,5,NA
red,angry,and,5,NA
red,relaxed,and,5,NA
red,new,and,5,NA
red,slow,and,5,NA
red,fast,and,5,NA
red,jealous,and,5,NA
red,alive,and,5,NA
red,tense,and,5,NA
red,fresh,and,5,NA
red,hard,and,5,NA
red,sad,and,5,NA
red,light,and,5,NA
red,happy,and,5,NA
red,ripe,and,5,NA
red,cold,and,5,NA
red,dull,and,5,NA
red,passive,and,5,NA
red,calm,and,5,NA
"Please type the word ""one""in the box",,,5,NA
"Please type the word ""two""in the box",,,5,NA
"Please type the word ""three""in the box",,,5,NA
