r1,r2,r3,sheet_num,term
white,hot,and,16,NA
white,disliked,and,16,NA
white,exciting,and,16,NA
white,stale,and,16,NA
white,heavy,and,16,NA
white,active,and,16,NA
white,soft,and,16,NA
white,dead,and,16,NA
white,dirty,and,16,NA
white,clean,and,16,NA
white,old,and,16,NA
white,submissive,and,16,NA
white,aggressive,and,16,NA
white,selfless,and,16,NA
white,liked,and,16,NA
white,unripe,and,16,NA
white,angry,and,16,NA
white,relaxed,and,16,NA
white,new,and,16,NA
white,slow,and,16,NA
white,fast,and,16,NA
white,jealous,and,16,NA
white,alive,and,16,NA
white,tense,and,16,NA
white,fresh,and,16,NA
white,hard,and,16,NA
white,sad,and,16,NA
white,light,and,16,NA
white,happy,and,16,NA
white,ripe,and,16,NA
white,cold,and,16,NA
white,dull,and,16,NA
white,passive,and,16,NA
white,calm,and,16,NA
black,hot,and,16,NA
black,disliked,and,16,NA
black,exciting,and,16,NA
black,stale,and,16,NA
black,heavy,and,16,NA
black,active,and,16,NA
black,soft,and,16,NA
black,dead,and,16,NA
black,dirty,and,16,NA
black,clean,and,16,NA
black,old,and,16,NA
black,submissive,and,16,NA
black,aggressive,and,16,NA
black,selfless,and,16,NA
black,liked,and,16,NA
black,unripe,and,16,NA
black,angry,and,16,NA
black,relaxed,and,16,NA
black,new,and,16,NA
black,slow,and,16,NA
black,fast,and,16,NA
black,jealous,and,16,NA
black,alive,and,16,NA
black,tense,and,16,NA
black,fresh,and,16,NA
black,hard,and,16,NA
black,sad,and,16,NA
black,light,and,16,NA
black,happy,and,16,NA
black,ripe,and,16,NA
black,cold,and,16,NA
black,dull,and,16,NA
black,passive,and,16,NA
black,calm,and,16,NA
purple,hot,and,16,NA
purple,disliked,and,16,NA
purple,exciting,and,16,NA
purple,stale,and,16,NA
purple,heavy,and,16,NA
purple,active,and,16,NA
purple,soft,and,16,NA
purple,dead,and,16,NA
purple,dirty,and,16,NA
purple,clean,and,16,NA
purple,old,and,16,NA
purple,submissive,and,16,NA
purple,aggressive,and,16,NA
purple,selfless,and,16,NA
purple,liked,and,16,NA
purple,unripe,and,16,NA
purple,angry,and,16,NA
purple,relaxed,and,16,NA
purple,new,and,16,NA
purple,slow,and,16,NA
purple,fast,and,16,NA
purple,jealous,and,16,NA
purple,alive,and,16,NA
purple,tense,and,16,NA
purple,fresh,and,16,NA
purple,hard,and,16,NA
purple,sad,and,16,NA
purple,light,and,16,NA
purple,happy,and,16,NA
purple,ripe,and,16,NA
purple,cold,and,16,NA
purple,dull,and,16,NA
purple,passive,and,16,NA
purple,calm,and,16,NA
"Please type the word ""one""in the box",,,16,NA
"Please type the word ""two""in the box",,,16,NA
"Please type the word ""three""in the box",,,16,NA
