r1,r2,r3,sheet_num,term
white,hot,and,22,NA
white,disliked,and,22,NA
white,exciting,and,22,NA
white,stale,and,22,NA
white,heavy,and,22,NA
white,active,and,22,NA
white,soft,and,22,NA
white,dead,and,22,NA
white,dirty,and,22,NA
white,clean,and,22,NA
white,old,and,22,NA
white,submissive,and,22,NA
white,aggressive,and,22,NA
white,selfless,and,22,NA
white,liked,and,22,NA
white,unripe,and,22,NA
white,angry,and,22,NA
white,relaxed,and,22,NA
white,new,and,22,NA
white,slow,and,22,NA
white,fast,and,22,NA
white,jealous,and,22,NA
white,alive,and,22,NA
white,tense,and,22,NA
white,fresh,and,22,NA
white,hard,and,22,NA
white,sad,and,22,NA
white,light,and,22,NA
white,happy,and,22,NA
white,ripe,and,22,NA
white,cold,and,22,NA
white,dull,and,22,NA
white,passive,and,22,NA
white,calm,and,22,NA
orange,hot,and,22,NA
orange,disliked,and,22,NA
orange,exciting,and,22,NA
orange,stale,and,22,NA
orange,heavy,and,22,NA
orange,active,and,22,NA
orange,soft,and,22,NA
orange,dead,and,22,NA
orange,dirty,and,22,NA
orange,clean,and,22,NA
orange,old,and,22,NA
orange,submissive,and,22,NA
orange,aggressive,and,22,NA
orange,selfless,and,22,NA
orange,liked,and,22,NA
orange,unripe,and,22,NA
orange,angry,and,22,NA
orange,relaxed,and,22,NA
orange,new,and,22,NA
orange,slow,and,22,NA
orange,fast,and,22,NA
orange,jealous,and,22,NA
orange,alive,and,22,NA
orange,tense,and,22,NA
orange,fresh,and,22,NA
orange,hard,and,22,NA
orange,sad,and,22,NA
orange,light,and,22,NA
orange,happy,and,22,NA
orange,ripe,and,22,NA
orange,cold,and,22,NA
orange,dull,and,22,NA
orange,passive,and,22,NA
orange,calm,and,22,NA
purple,hot,and,22,NA
purple,disliked,and,22,NA
purple,exciting,and,22,NA
purple,stale,and,22,NA
purple,heavy,and,22,NA
purple,active,and,22,NA
purple,soft,and,22,NA
purple,dead,and,22,NA
purple,dirty,and,22,NA
purple,clean,and,22,NA
purple,old,and,22,NA
purple,submissive,and,22,NA
purple,aggressive,and,22,NA
purple,selfless,and,22,NA
purple,liked,and,22,NA
purple,unripe,and,22,NA
purple,angry,and,22,NA
purple,relaxed,and,22,NA
purple,new,and,22,NA
purple,slow,and,22,NA
purple,fast,and,22,NA
purple,jealous,and,22,NA
purple,alive,and,22,NA
purple,tense,and,22,NA
purple,fresh,and,22,NA
purple,hard,and,22,NA
purple,sad,and,22,NA
purple,light,and,22,NA
purple,happy,and,22,NA
purple,ripe,and,22,NA
purple,cold,and,22,NA
purple,dull,and,22,NA
purple,passive,and,22,NA
purple,calm,and,22,NA
"Please type the word ""one""in the box",,,22,NA
"Please type the word ""two""in the box",,,22,NA
"Please type the word ""three""in the box",,,22,NA
