r1,r2,r3,sheet_num,term
orange,hot,and,0,NA
orange,disliked,and,0,NA
orange,exciting,and,0,NA
orange,stale,and,0,NA
orange,heavy,and,0,NA
orange,active,and,0,NA
orange,soft,and,0,NA
orange,dead,and,0,NA
orange,dirty,and,0,NA
orange,clean,and,0,NA
orange,old,and,0,NA
orange,submissive,and,0,NA
orange,aggressive,and,0,NA
orange,selfless,and,0,NA
orange,liked,and,0,NA
orange,unripe,and,0,NA
orange,angry,and,0,NA
orange,relaxed,and,0,NA
orange,new,and,0,NA
orange,slow,and,0,NA
orange,fast,and,0,NA
orange,jealous,and,0,NA
orange,alive,and,0,NA
orange,tense,and,0,NA
orange,fresh,and,0,NA
orange,hard,and,0,NA
orange,sad,and,0,NA
orange,light,and,0,NA
orange,happy,and,0,NA
orange,ripe,and,0,NA
orange,cold,and,0,NA
orange,dull,and,0,NA
orange,passive,and,0,NA
orange,calm,and,0,NA
purple,hot,and,0,NA
purple,disliked,and,0,NA
purple,exciting,and,0,NA
purple,stale,and,0,NA
purple,heavy,and,0,NA
purple,active,and,0,NA
purple,soft,and,0,NA
purple,dead,and,0,NA
purple,dirty,and,0,NA
purple,clean,and,0,NA
purple,old,and,0,NA
purple,submissive,and,0,NA
purple,aggressive,and,0,NA
purple,selfless,and,0,NA
purple,liked,and,0,NA
purple,unripe,and,0,NA
purple,angry,and,0,NA
purple,relaxed,and,0,NA
purple,new,and,0,NA
purple,slow,and,0,NA
purple,fast,and,0,NA
purple,jealous,and,0,NA
purple,alive,and,0,NA
purple,tense,and,0,NA
purple,fresh,and,0,NA
purple,hard,and,0,NA
purple,sad,and,0,NA
purple,light,and,0,NA
purple,happy,and,0,NA
purple,ripe,and,0,NA
purple,cold,and,0,NA
purple,dull,and,0,NA
purple,passive,and,0,NA
purple,calm,and,0,NA
black,hot,and,0,NA
black,disliked,and,0,NA
black,exciting,and,0,NA
black,stale,and,0,NA
black,heavy,and,0,NA
black,active,and,0,NA
black,soft,and,0,NA
black,dead,and,0,NA
black,dirty,and,0,NA
black,clean,and,0,NA
black,old,and,0,NA
black,submissive,and,0,NA
black,aggressive,and,0,NA
black,selfless,and,0,NA
black,liked,and,0,NA
black,unripe,and,0,NA
black,angry,and,0,NA
black,relaxed,and,0,NA
black,new,and,0,NA
black,slow,and,0,NA
black,fast,and,0,NA
black,jealous,and,0,NA
black,alive,and,0,NA
black,tense,and,0,NA
black,fresh,and,0,NA
black,hard,and,0,NA
black,sad,and,0,NA
black,light,and,0,NA
black,happy,and,0,NA
black,ripe,and,0,NA
black,cold,and,0,NA
black,dull,and,0,NA
black,passive,and,0,NA
black,calm,and,0,NA
"Please type the word ""one""in the box",,,0,NA
"Please type the word ""two""in the box",,,0,NA
"Please type the word ""three""in the box",,,0,NA
